Gen;	BestValidIndiv;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	
90000;	76 0.0917173 0.100975;	71 0.0813007 0.126277;	73 0.0813351 0.125149;	76 0.0814329 0.12641;	71 0.0814697 0.12802;	71 0.081509 0.128541;	74 0.0815234 0.126986;	
92500;	76 0.0917173 0.100975;	77 0.0812034 0.127636;	74 0.0812093 0.127602;	75 0.0812373 0.127488;	77 0.081249 0.126576;	76 0.0812564 0.126552;	73 0.081257 0.126913;	
95000;	76 0.0917173 0.100975;	77 0.0809642 0.127551;	77 0.0809703 0.12758;	78 0.0810102 0.126474;	78 0.0810167 0.126486;	74 0.0811347 0.127812;	77 0.0811377 0.127819;	
97500;	76 0.0917173 0.100975;	77 0.0809624 0.12755;	75 0.0809642 0.127551;	78 0.0809694 0.12758;	76 0.0809703 0.12758;	78 0.0810084 0.126474;	76 0.0810102 0.126474;	
100000;	76 0.0917173 0.100975;	78 0.08096 0.127541;	77 0.0809624 0.12755;	75 0.0809642 0.127551;	79 0.0809692 0.127581;	78 0.0809694 0.12758;	76 0.0809703 0.12758;	
102500;	76 0.0917173 0.100975;	76 0.0917173 0.100975;	80 0.208873 0.127122;	80 0.210672 0.127122;	86 0.2147 0.127122;	89 0.215763 0.127122;	82 0.216809 0.127122;	
105000;	76 0.0917173 0.100975;	76 0.0917173 0.100975;	77 0.122391 0.127122;	79 0.129232 0.127122;	78 0.133969 0.127122;	78 0.136369 0.127122;	76 0.136858 0.127122;	
107500;	76 0.0917173 0.100975;	74 0.0912744 0.110755;	76 0.0917173 0.100975;	78 0.0940014 0.127122;	76 0.0963975 0.127122;	76 0.0994885 0.127122;	76 0.0998682 0.127122;	
110000;	76 0.0917173 0.100975;	77 0.0894134 0.108816;	78 0.0894793 0.108936;	76 0.0896159 0.110721;	77 0.0898585 0.109516;	76 0.0899879 0.107029;	77 0.0903606 0.103059;	
112500;	75 0.0913999 0.100058;	78 0.0822943 0.123506;	78 0.0831781 0.117374;	77 0.0832699 0.123269;	77 0.0835056 0.122313;	76 0.0835944 0.127984;	80 0.0837722 0.12263;	
115000;	75 0.0913999 0.100058;	78 0.0816925 0.120898;	80 0.0818207 0.120034;	77 0.0819128 0.122111;	77 0.0820756 0.11596;	78 0.0822601 0.115106;	77 0.0822631 0.121629;	
117500;	80 0.0901372 0.100056;	78 0.0800925 0.116542;	78 0.0802324 0.117654;	78 0.0806874 0.114115;	79 0.0813387 0.101427;	81 0.081381 0.113168;	77 0.0815691 0.119485;	
120000;	76 0.0817265 0.0996496;	81 0.0799438 0.112049;	81 0.0799465 0.109566;	79 0.0799513 0.11092;	82 0.0800318 0.111046;	81 0.080056 0.112103;	83 0.0800648 0.113271;	
122500;	76 0.0817265 0.0996496;	81 0.0781743 0.115372;	82 0.0788273 0.111812;	81 0.0788774 0.112573;	83 0.0789123 0.117986;	84 0.0790134 0.111757;	82 0.0790843 0.112739;	
125000;	82 0.0802835 0.0963561;	86 0.0770906 0.116758;	81 0.0772734 0.116039;	83 0.0773569 0.117109;	81 0.077662 0.117275;	84 0.0776702 0.11827;	82 0.0777065 0.117062;	
127500;	82 0.0802835 0.0963561;	82 0.0769086 0.115993;	83 0.0770906 0.116758;	81 0.0772734 0.116039;	82 0.0773095 0.11713;	82 0.077323 0.117843;	82 0.0773569 0.117109;	
130000;	82 0.0802835 0.0963561;	80 0.0769086 0.115993;	81 0.0770906 0.116758;	79 0.0772734 0.116039;	80 0.0773095 0.11713;	81 0.077323 0.117843;	80 0.0773569 0.117109;	
132500;	82 0.0802835 0.0963561;	79 0.0769086 0.115993;	80 0.0770906 0.116758;	78 0.0772734 0.116039;	79 0.0773095 0.11713;	80 0.077323 0.117843;	79 0.0773569 0.117109;	
135000;	82 0.0802835 0.0963561;	78 0.0769086 0.115993;	79 0.0770906 0.116758;	79 0.0771099 0.116966;	79 0.0771204 0.116157;	80 0.0772208 0.116792;	77 0.0772734 0.116039;	
137500;	82 0.0802835 0.0963561;	78 0.0769086 0.115993;	79 0.0770906 0.116758;	79 0.0771099 0.116966;	79 0.0771204 0.116157;	80 0.0772208 0.116792;	77 0.0772734 0.116039;	
140000;	82 0.0802835 0.0963561;	78 0.0763184 0.120535;	79 0.0765723 0.119006;	78 0.0766307 0.121793;	79 0.0766778 0.120175;	78 0.0767985 0.119581;	77 0.0769086 0.115993;	
142500;	82 0.0802835 0.0963561;	78 0.0758225 0.118573;	78 0.0758233 0.118432;	79 0.0760631 0.116921;	78 0.0760786 0.116779;	77 0.076242 0.116914;	77 0.0762427 0.116788;	
145000;	82 0.0802835 0.0963561;	82 0.0802835 0.0963561;	85 0.203377 1.#INF;	121 0.275486 1.#INF;	110 0.277889 1.#INF;	100 0.283986 1.#INF;	115 0.300835 1.#INF;	
147500;	82 0.0802835 0.0963561;	82 0.0802835 0.0963561;	83 0.111063 1.#INF;	82 0.148556 1.#INF;	85 0.169263 1.#INF;	91 0.176551 1.#INF;	84 0.181915 1.#INF;	
150000;	82 0.0802835 0.0963561;	83 0.0788919 0.104135;	82 0.0802835 0.0963561;	83 0.0830302 1.#INF;	83 0.0852724 1.#INF;	83 0.0897436 1.#INF;	84 0.0975496 1.#INF;	
152500;	82 0.0802835 0.0963561;	83 0.0788919 0.104135;	82 0.0802835 0.0963561;	85 0.080837 1.#INF;	82 0.081118 1.#INF;	82 0.081255 1.#INF;	83 0.0820348 1.#INF;	
155000;	82 0.0802835 0.0963561;	82 0.0788919 0.104135;	82 0.0789869 0.101741;	83 0.0794893 0.0986532;	85 0.0796237 0.105057;	81 0.0796352 0.118383;	82 0.0796468 0.118274;	
157500;	82 0.0802835 0.0963561;	84 0.0782239 0.11662;	87 0.0782639 0.115072;	83 0.0785263 0.107519;	83 0.0785379 0.110863;	83 0.0786565 0.111343;	82 0.0787068 0.110802;	
160000;	82 0.0802835 0.0963561;	84 0.0771437 0.120179;	83 0.0774332 0.116241;	83 0.0774475 0.121555;	83 0.0774872 0.110746;	84 0.0775778 0.10665;	82 0.0776398 0.115674;	
162500;	82 0.0802835 0.0963561;	83 0.0770683 0.122142;	82 0.0771437 0.120179;	87 0.0771474 0.12015;	83 0.0773728 0.121456;	83 0.0774332 0.116241;	82 0.0774475 0.121555;	
165000;	82 0.0802835 0.0963561;	82 0.0802835 0.0963561;	96 0.222922 0.114409;	91 0.237462 0.124798;	89 0.293604 0.124798;	113 0.306943 0.124798;	108 0.311331 0.124798;	
167500;	82 0.0802835 0.0963561;	82 0.0802835 0.0963561;	84 0.101637 0.124798;	85 0.119468 0.124798;	83 0.129049 0.124798;	83 0.160856 0.124798;	88 0.175343 0.124798;	
170000;	82 0.0802835 0.0963561;	82 0.0802835 0.0963561;	82 0.085756 0.124798;	83 0.0878319 0.114409;	83 0.0956064 0.124798;	83 0.0964103 0.124798;	83 0.101088 0.124798;	
172500;	82 0.0802835 0.0963561;	84 0.0789879 0.109946;	82 0.0796352 0.118383;	84 0.080165 0.11368;	81 0.0801693 0.116012;	82 0.0802835 0.0963561;	83 0.0809451 0.114409;	
175000;	82 0.0802835 0.0963561;	83 0.0779419 0.118243;	84 0.0786771 0.114026;	83 0.0789879 0.109946;	87 0.0791127 0.118566;	83 0.0792932 0.121569;	83 0.0793128 0.119785;	
177500;	82 0.0802835 0.0963561;	83 0.0777599 0.106424;	84 0.0778322 0.106333;	85 0.0778657 0.114297;	83 0.0779419 0.118243;	83 0.0779576 0.118529;	85 0.0780233 0.114149;	
180000;	82 0.0802835 0.0963561;	82 0.0777599 0.106424;	85 0.0777605 0.106415;	86 0.0777621 0.106392;	86 0.077783 0.10634;	85 0.0778 0.106332;	85 0.0778038 0.106604;	
182500;	82 0.0802835 0.0963561;	82 0.0777373 0.106323;	87 0.0777418 0.106389;	85 0.0777459 0.106411;	85 0.0777549 0.106436;	88 0.0777561 0.106437;	84 0.0777589 0.106447;	
185000;	82 0.0802835 0.0963561;	82 0.0802835 0.0963561;	117 0.213653 0.106645;	94 0.216432 0.106645;	119 0.27138 0.106645;	87 0.285698 0.106645;	84 0.299482 0.106645;	
187500;	82 0.0802835 0.0963561;	82 0.0802835 0.0963561;	85 0.16872 0.106645;	86 0.185878 0.106645;	83 0.189293 0.106645;	85 0.193422 0.106645;	85 0.195699 0.106645;	
190000;	82 0.0802835 0.0963561;	84 0.0798345 0.117361;	82 0.0802835 0.0963561;	85 0.0815591 0.106645;	82 0.0834742 0.106645;	83 0.0844069 0.106645;	82 0.0851732 0.106645;	
192500;	82 0.0802835 0.0963561;	83 0.0786358 0.116648;	81 0.0798345 0.117361;	82 0.0802835 0.0963561;	84 0.0806466 0.106645;	84 0.0808026 0.106645;	82 0.0810623 0.106645;	
195000;	82 0.0802835 0.0963561;	80 0.0786358 0.116648;	82 0.0786879 0.116569;	83 0.0791658 0.122624;	85 0.0793658 0.112115;	83 0.079485 0.115436;	84 0.079623 0.113358;	
197500;	82 0.0802835 0.0963561;	82 0.0782681 0.119334;	80 0.0782708 0.116164;	82 0.0783685 0.116075;	81 0.0784617 0.117626;	85 0.0784713 0.117635;	83 0.0785382 0.117692;	
200000;	82 0.0802835 0.0963561;	80 0.0782582 0.117157;	80 0.0782681 0.119334;	79 0.0782708 0.116164;	81 0.0782878 0.116146;	82 0.078295 0.117787;	82 0.0782976 0.117648;	
202500;	82 0.0802835 0.0963561;	79 0.0782582 0.117157;	80 0.0782649 0.117589;	79 0.0782681 0.119334;	78 0.0782708 0.116164;	82 0.0782714 0.117144;	81 0.0782858 0.121974;	
205000;	82 0.0802835 0.0963561;	82 0.0802835 0.0963561;	112 0.205579 0.121974;	88 0.20823 0.121974;	95 0.240797 0.121974;	89 0.266235 0.121974;	91 0.266856 0.121974;	
207500;	82 0.0802835 0.0963561;	82 0.0802835 0.0963561;	85 0.120984 0.121974;	84 0.135766 0.121974;	83 0.160391 0.121974;	85 0.172013 0.121974;	83 0.183041 0.121974;	
210000;	82 0.0802835 0.0963561;	82 0.0802835 0.0963561;	82 0.0868886 0.121974;	82 0.0925983 0.121974;	83 0.0967139 0.121974;	82 0.0983099 0.121974;	82 0.10006 0.121974;	
212500;	82 0.0802835 0.0963561;	82 0.0802835 0.0963561;	82 0.081255 0.121974;	82 0.0815306 0.121974;	83 0.0823388 0.121974;	80 0.0834742 0.121974;	82 0.0837112 0.121974;	
215000;	82 0.0802835 0.0963561;	82 0.0786536 0.116755;	82 0.07871 0.118873;	83 0.0787934 0.117857;	84 0.0789212 0.1187;	82 0.0790221 0.112268;	84 0.0794405 0.117802;	
217500;	82 0.0802835 0.0963561;	82 0.0782708 0.116164;	83 0.078458 0.118874;	82 0.0784617 0.117626;	84 0.0784929 0.116807;	81 0.0786358 0.116648;	81 0.0786536 0.116755;	
220000;	82 0.0802835 0.0963561;	82 0.0770819 0.123817;	81 0.0771905 0.12388;	83 0.0772096 0.122512;	84 0.0772864 0.122097;	84 0.077313 0.119157;	81 0.0776599 0.119987;	
222500;	82 0.0802835 0.0963561;	84 0.0766397 0.125607;	84 0.0766409 0.126966;	85 0.0768728 0.125426;	82 0.0769333 0.122919;	81 0.0769941 0.121514;	84 0.0770183 0.12976;	
225000;	82 0.0802835 0.0963561;	82 0.0802835 0.0963561;	106 0.210068 0.126254;	117 0.24233 0.126254;	113 0.25554 0.126254;	93 0.288353 0.126254;	91 0.296636 0.126254;	
227500;	82 0.0802835 0.0963561;	82 0.0802835 0.0963561;	84 0.0849459 0.126254;	85 0.161456 0.126254;	83 0.165655 0.126254;	86 0.166247 0.126254;	84 0.167084 0.126254;	
230000;	82 0.0802835 0.0963561;	82 0.0802835 0.0963561;	83 0.0829573 0.126254;	84 0.0849459 0.126254;	84 0.0982822 0.126254;	82 0.102639 0.126254;	83 0.105104 0.126254;	
232500;	82 0.0802835 0.0963561;	81 0.0796352 0.118383;	81 0.080139 0.105792;	82 0.0802835 0.0963561;	83 0.081255 0.126254;	82 0.0815027 0.126254;	83 0.0821712 0.126254;	
235000;	82 0.0802835 0.0963561;	82 0.0794303 0.105233;	79 0.0796352 0.118383;	82 0.0798591 0.116408;	80 0.080139 0.105792;	81 0.0801757 0.121139;	81 0.0802656 0.111422;	
237500;	81 0.0795351 0.0962742;	79 0.0777472 0.118194;	83 0.0780998 0.11817;	82 0.0783893 0.11867;	82 0.0785196 0.1212;	84 0.0785262 0.120725;	80 0.0785478 0.101385;	
240000;	81 0.0795351 0.0962742;	81 0.0769301 0.117128;	80 0.0771035 0.116003;	82 0.0771054 0.11755;	81 0.0771545 0.118305;	82 0.0773247 0.120591;	79 0.0773317 0.119725;	
242500;	81 0.0795351 0.0962742;	80 0.0769301 0.117128;	79 0.0771035 0.116003;	81 0.0771054 0.11755;	79 0.0771545 0.118305;	82 0.0772976 0.118741;	78 0.0773247 0.120591;	
245000;	81 0.0795351 0.0962742;	81 0.0760766 0.10042;	81 0.0761689 0.108061;	80 0.0761713 0.108054;	85 0.076319 0.109845;	82 0.0763605 0.107693;	81 0.0763628 0.107692;	
247500;	81 0.0795351 0.0962742;	82 0.0759587 0.107257;	81 0.0759606 0.107255;	82 0.0760121 0.108964;	81 0.0760149 0.108967;	80 0.0760765 0.10043;	81 0.0760766 0.10042;	
250000;	80 0.078071 0.096271;	82 0.0759587 0.107257;	81 0.0759606 0.107255;	82 0.0760121 0.108964;	81 0.0760149 0.108967;	79 0.0760765 0.10043;	80 0.0760766 0.10042;	
Best: Len=80; Trn=0.078071; Val=0.096271; Tst=0.0547904;

2500;	30 0.195095 0.192075;	30 0.195095 0.192075;	31 0.195159 0.197039;	30 0.196359 24.205;	28 0.196618 0.196228;	32 0.196624 0.205891;	26 0.196668 0.196308;	
5000;	39 0.188487 0.18314;	39 0.188487 0.18314;	37 0.189967 0.197039;	33 0.189967 0.216795;	36 0.189971 24.205;	38 0.189984 0.184108;	40 0.190104 0.192075;	
7500;	39 0.168729 0.177255;	41 0.161243 0.187996;	39 0.168053 0.180674;	45 0.168245 0.181127;	40 0.168304 0.183966;	42 0.16834 0.184151;	40 0.168341 0.184152;	
10000;	39 0.147125 0.164614;	47 0.134422 0.303602;	40 0.135012 0.303846;	45 0.135139 0.304225;	42 0.135179 0.302776;	40 0.135196 0.304809;	42 0.135205 0.30484;	
12500;	48 0.146388 0.164569;	48 0.130564 0.300754;	45 0.131054 0.299984;	46 0.131061 0.300533;	43 0.131334 0.300481;	41 0.131384 0.299544;	49 0.13163 0.300306;	
15000;	47 0.135245 0.162583;	49 0.129949 0.300865;	47 0.130076 0.300816;	45 0.130077 0.30077;	46 0.130078 0.300827;	49 0.130085 0.300671;	47 0.130089 0.301045;	
17500;	44 0.13481 0.161785;	50 0.129817 0.300683;	50 0.129835 0.301207;	43 0.129871 0.300732;	43 0.129871 0.300661;	45 0.129873 0.300827;	44 0.129897 0.300863;	
20000;	44 0.13481 0.161785;	38 0.128952 0.300863;	44 0.128959 0.300843;	51 0.129004 0.300722;	42 0.129008 0.300865;	45 0.12901 0.298694;	46 0.129014 0.29924;	
22500;	53 0.131406 0.158278;	33 0.128952 0.300863;	36 0.128959 0.300843;	38 0.129 0.300712;	39 0.129001 0.300756;	41 0.129004 0.300722;	39 0.129007 0.301025;	
25000;	42 0.130387 0.157884;	38 0.128336 0.298704;	38 0.128358 0.298254;	36 0.128358 0.29818;	35 0.128361 0.298366;	40 0.128381 0.297995;	40 0.128465 0.298221;	
27500;	42 0.130387 0.157884;	38 0.127905 0.295093;	45 0.12799 0.297078;	39 0.128026 0.297856;	46 0.128031 0.297606;	42 0.12806 0.297574;	38 0.128079 0.297653;	
30000;	42 0.130387 0.157884;	46 0.126918 0.313095;	48 0.126987 0.316319;	44 0.127052 0.311043;	43 0.127111 0.310643;	44 0.127193 0.31155;	47 0.12721 0.313904;	
32500;	42 0.130387 0.157884;	42 0.12565 0.312684;	43 0.125697 0.312644;	44 0.12594 0.315763;	42 0.125978 0.315742;	39 0.126065 0.312457;	40 0.126094 0.313161;	
35000;	42 0.130387 0.157884;	36 0.12565 0.312684;	36 0.125697 0.312644;	35 0.12594 0.315763;	36 0.125978 0.315742;	34 0.126065 0.312457;	34 0.126094 0.313161;	
37500;	42 0.130387 0.157884;	34 0.125619 0.310828;	32 0.12565 0.312684;	34 0.125668 0.310886;	33 0.125697 0.312644;	33 0.125929 0.31082;	31 0.12594 0.315763;	
40000;	42 0.130387 0.157884;	33 0.125619 0.310828;	32 0.12565 0.312684;	34 0.125667 0.309568;	34 0.125668 0.310886;	33 0.125697 0.312644;	35 0.125716 0.309677;	
42500;	42 0.130387 0.157884;	33 0.125619 0.310828;	32 0.12565 0.312684;	34 0.125667 0.309568;	34 0.125668 0.310886;	33 0.125697 0.312644;	35 0.125716 0.309677;	
45000;	42 0.130387 0.157884;	42 0.130387 0.157884;	118 0.203309 0.312644;	52 0.203585 0.312644;	57 0.205681 0.312644;	64 0.208711 0.312644;	101 0.210895 0.312644;	
47500;	42 0.130387 0.157884;	42 0.130387 0.157884;	43 0.130589 0.312644;	43 0.132017 0.312644;	44 0.132434 0.312644;	45 0.137081 0.312644;	44 0.137665 0.312644;	
50000;	45 0.126701 0.152668;	44 0.126701 0.152668;	47 0.126709 0.312644;	47 0.126711 0.312644;	47 0.127055 0.312644;	44 0.12722 0.153264;	47 0.127367 0.152782;	
52500;	49 0.126678 0.152444;	50 0.126536 0.153836;	47 0.12657 0.153234;	48 0.126573 0.153143;	50 0.126648 0.155158;	47 0.126661 0.153321;	49 0.126678 0.152444;	
55000;	53 0.125912 0.152113;	53 0.125679 0.152731;	49 0.125912 0.152113;	54 0.125947 0.154002;	51 0.125991 0.153131;	58 0.126007 0.15415;	52 0.126013 0.152716;	
57500;	55 0.122345 0.148421;	60 0.116119 0.15822;	60 0.116729 0.165632;	53 0.11693 0.153761;	57 0.117487 0.163152;	54 0.117639 0.153761;	59 0.117802 0.161394;	
60000;	55 0.122345 0.148421;	51 0.115871 0.162392;	50 0.116119 0.15822;	54 0.116147 0.151859;	58 0.116315 0.161832;	56 0.116435 0.164956;	51 0.116499 0.158318;	
62500;	49 0.102793 0.13011;	48 0.102204 0.13011;	51 0.1026 0.137807;	47 0.102793 0.13011;	49 0.102913 0.155198;	50 0.103063 0.148207;	48 0.103612 0.148207;	
65000;	51 0.101186 0.127552;	46 0.0984374 0.133105;	45 0.0984374 0.133105;	46 0.0987652 0.147605;	47 0.0989198 0.133105;	49 0.0994634 0.143337;	51 0.0994634 0.143337;	
67500;	51 0.101186 0.127552;	45 0.0984374 0.133105;	45 0.0984374 0.133105;	45 0.0987652 0.147605;	45 0.0989198 0.133105;	48 0.0991652 0.155599;	48 0.0994634 0.143337;	
70000;	51 0.101186 0.127552;	45 0.0982451 0.15064;	45 0.0984374 0.133105;	45 0.0984374 0.133105;	46 0.0985174 0.151416;	44 0.0987652 0.147605;	45 0.0989198 0.133105;	
72500;	51 0.101186 0.127552;	44 0.0982451 0.15064;	45 0.0984374 0.133105;	45 0.0984374 0.133105;	45 0.0985174 0.151416;	44 0.0987652 0.147605;	45 0.0988981 0.147842;	
75000;	51 0.101186 0.127552;	46 0.0978887 0.13582;	44 0.0982451 0.15064;	45 0.0984374 0.133105;	45 0.0984374 0.133105;	45 0.0985174 0.151416;	44 0.0987652 0.147605;	
77500;	45 0.0994559 0.122304;	45 0.0978887 0.13582;	46 0.0981697 0.142842;	45 0.098236 0.142099;	44 0.0982451 0.15064;	45 0.0983599 0.13582;	44 0.0984374 0.133105;	
80000;	45 0.0994559 0.122304;	45 0.0978887 0.13582;	46 0.0981697 0.142842;	45 0.098236 0.142099;	44 0.0982451 0.15064;	45 0.0983599 0.13582;	44 0.0984374 0.133105;	
82500;	45 0.0994559 0.122304;	45 0.0978887 0.13582;	46 0.0981697 0.142842;	45 0.098236 0.142099;	44 0.0982451 0.15064;	45 0.0983599 0.13582;	44 0.0984374 0.133105;	
85000;	45 0.0994559 0.122304;	45 0.0978887 0.13582;	46 0.0981697 0.142842;	45 0.098236 0.142099;	44 0.0982451 0.15064;	45 0.0983599 0.13582;	44 0.0984374 0.133105;	
87500;	45 0.0994559 0.122304;	44 0.0978887 0.13582;	46 0.0981697 0.142842;	45 0.098236 0.142099;	44 0.0982451 0.15064;	44 0.0983599 0.13582;	44 0.0984374 0.133105;	
90000;	45 0.0994559 0.122304;	43 0.0978887 0.13582;	46 0.0981697 0.142842;	45 0.098236 0.142099;	43 0.0982451 0.15064;	43 0.0983599 0.13582;	44 0.0984374 0.133105;	
92500;	45 0.0994559 0.122304;	43 0.0978887 0.13582;	46 0.0981697 0.142842;	45 0.098236 0.142099;	43 0.0982451 0.15064;	43 0.0983599 0.13582;	42 0.0984374 0.133105;	
95000;	45 0.0994559 0.122304;	43 0.0978887 0.13582;	46 0.0981697 0.142842;	45 0.098236 0.142099;	43 0.0982451 0.15064;	43 0.0983599 0.13582;	42 0.0984374 0.133105;	
97500;	45 0.0994559 0.122304;	45 0.0994559 0.122304;	64 0.204994 0.133105;	75 0.206304 0.133105;	60 0.207331 0.133105;	62 0.20806 0.133105;	81 0.209115 0.133105;	
100000;	45 0.0994559 0.122304;	45 0.0994559 0.122304;	48 0.123682 0.133105;	48 0.137932 0.133105;	47 0.167886 0.133105;	50 0.172846 0.133105;	48 0.174319 0.133105;	
102500;	45 0.0994559 0.122304;	45 0.0994559 0.122304;	48 0.101664 0.133105;	45 0.103398 0.133105;	47 0.103865 0.133105;	48 0.105513 0.133105;	50 0.112958 0.133105;	
105000;	45 0.0994559 0.122304;	46 0.0978887 0.13582;	45 0.0993493 0.134977;	45 0.0994559 0.122304;	46 0.0995694 0.133105;	47 0.0997127 0.133105;	45 0.099922 0.133105;	
107500;	45 0.0994559 0.122304;	45 0.0978887 0.13582;	46 0.0983599 0.13582;	47 0.0986124 0.136615;	44 0.0993493 0.134977;	45 0.0994559 0.122304;	44 0.0994559 0.133105;	
110000;	45 0.0994559 0.122304;	44 0.0978887 0.13582;	45 0.0983599 0.13582;	46 0.0986124 0.136615;	46 0.0986124 0.136615;	47 0.0990836 0.136615;	44 0.0993493 0.134977;	
112500;	45 0.0994559 0.122304;	44 0.0978887 0.13582;	44 0.0983599 0.13582;	45 0.0984374 0.133105;	45 0.0984374 0.133105;	46 0.0986124 0.136615;	45 0.0986124 0.136615;	
115000;	45 0.0988588 0.118329;	43 0.0978887 0.13582;	43 0.0983599 0.13582;	45 0.0984374 0.133105;	45 0.0984374 0.133105;	44 0.0986124 0.136615;	45 0.0986124 0.136615;	
117500;	45 0.0988588 0.118329;	43 0.0955151 0.147859;	43 0.0958789 0.147859;	44 0.0968023 0.145395;	46 0.0968888 0.14318;	44 0.0971654 0.145395;	44 0.0975193 0.134713;	
120000;	45 0.0988588 0.118329;	45 0.0938431 0.132922;	44 0.0938431 0.132922;	43 0.0955151 0.147859;	44 0.0958096 0.145997;	50 0.0958295 0.136007;	43 0.0958789 0.147859;	
122500;	45 0.0955939 0.116074;	44 0.0930733 0.137081;	45 0.0930786 0.138574;	45 0.0930786 0.138574;	45 0.0933244 0.138574;	44 0.0933303 0.137081;	44 0.0938431 0.132922;	
125000;	49 0.0894419 0.108741;	46 0.0861454 0.129036;	47 0.0863514 0.123635;	46 0.0864527 0.129036;	45 0.0865137 0.131734;	47 0.0866454 0.123635;	49 0.0866477 0.127046;	
127500;	49 0.0894419 0.108741;	45 0.0861454 0.129036;	47 0.0863514 0.123635;	45 0.0864527 0.129036;	44 0.0865137 0.131734;	47 0.0866454 0.123635;	46 0.0866477 0.127046;	
130000;	49 0.0894419 0.108741;	45 0.0861454 0.129036;	46 0.0863514 0.123635;	45 0.0864527 0.129036;	44 0.0865137 0.131734;	46 0.0866454 0.123635;	46 0.0866477 0.127046;	
132500;	49 0.0894419 0.108741;	45 0.0861454 0.129036;	46 0.0863514 0.123635;	45 0.0864527 0.129036;	44 0.0865137 0.131734;	46 0.0866454 0.123635;	46 0.0866477 0.127046;	
135000;	49 0.0894419 0.108741;	45 0.0861454 0.129036;	46 0.0863514 0.123635;	45 0.0864527 0.129036;	44 0.0865137 0.131734;	46 0.0866454 0.123635;	43 0.0866477 0.127046;	
137500;	49 0.0894419 0.108741;	45 0.0861454 0.129036;	44 0.0863514 0.123635;	45 0.0864527 0.129036;	44 0.0865137 0.131734;	44 0.0866454 0.123635;	42 0.0866477 0.127046;	
140000;	49 0.0894419 0.108741;	44 0.0861454 0.129036;	43 0.0863514 0.123635;	44 0.0864527 0.129036;	43 0.0865137 0.131734;	43 0.0866454 0.123635;	42 0.0866477 0.127046;	
142500;	49 0.0894419 0.108741;	41 0.0861454 0.129036;	43 0.0863514 0.123635;	41 0.0864527 0.129036;	40 0.0865137 0.131734;	43 0.0866454 0.123635;	42 0.0866477 0.127046;	
145000;	49 0.0894419 0.108741;	49 0.0894419 0.108741;	58 0.203157 1.#INF;	64 0.204508 1.#INF;	83 0.211012 1.#INF;	62 0.222068 1.#INF;	63 0.222887 1.#INF;	
147500;	49 0.0894419 0.108741;	49 0.0894419 0.108741;	50 0.0908815 1.#INF;	51 0.117071 1.#INF;	51 0.129775 1.#INF;	56 0.135633 1.#INF;	50 0.138366 1.#INF;	
150000;	49 0.0894419 0.108741;	51 0.0869592 0.127046;	49 0.0894419 0.108741;	53 0.0904771 1.#INF;	50 0.0908815 1.#INF;	51 0.0911895 1.#INF;	52 0.0950435 1.#INF;	
152500;	49 0.0894419 0.108741;	50 0.0866477 0.127046;	50 0.0869592 0.127046;	50 0.0871024 0.129778;	51 0.0874143 0.129778;	50 0.0882633 0.126088;	50 0.0885743 0.126088;	
155000;	49 0.0894419 0.108741;	48 0.0866477 0.127046;	48 0.0869592 0.127046;	48 0.0871024 0.129778;	47 0.0874143 0.129778;	50 0.0882633 0.126088;	50 0.0885743 0.126088;	
157500;	49 0.0894419 0.108741;	48 0.0861454 0.129036;	48 0.0864527 0.129036;	47 0.0866477 0.127046;	49 0.0868214 0.131734;	49 0.086871 0.131308;	46 0.0869592 0.127046;	
160000;	49 0.0894419 0.108741;	46 0.0861454 0.129036;	46 0.0864527 0.129036;	46 0.0865137 0.131734;	46 0.0866477 0.127046;	45 0.0868214 0.131734;	48 0.086871 0.131308;	
162500;	49 0.0894419 0.108741;	43 0.0861454 0.129036;	43 0.0864527 0.129036;	45 0.0865137 0.131734;	45 0.0866477 0.127046;	43 0.0868214 0.131734;	48 0.086871 0.131308;	
165000;	49 0.0894419 0.108741;	49 0.0894419 0.108741;	54 0.210797 0.131308;	114 0.214176 0.131308;	58 0.239828 0.131308;	64 0.244118 0.131308;	105 0.249286 0.131308;	
