Gen;	BestValidIndiv;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	
95000;	65 0.127174 0.144696;	65 0.127174 0.144696;	109 0.203337 0.188384;	111 0.205914 0.188384;	83 0.211364 0.188384;	76 0.212754 0.188384;	113 0.21359 0.188384;	
97500;	65 0.127174 0.144696;	65 0.127174 0.144696;	68 0.152484 0.188384;	69 0.17845 0.188384;	71 0.186159 0.188384;	84 0.186328 0.188384;	69 0.186615 0.188384;	
100000;	65 0.127174 0.144696;	65 0.118771 0.197332;	66 0.119309 0.196682;	66 0.119834 0.198468;	68 0.127022 0.202121;	65 0.127174 0.144696;	66 0.127201 0.188384;	
102500;	66 0.12322 0.142402;	63 0.116441 0.190584;	66 0.116557 0.19062;	63 0.117657 0.192409;	64 0.117717 0.192734;	63 0.117772 0.191224;	64 0.117773 0.191224;	
105000;	66 0.12322 0.142402;	65 0.111472 0.193492;	66 0.111481 0.193185;	64 0.112159 0.193141;	66 0.112166 0.192903;	68 0.112199 0.193191;	62 0.115085 0.1885;	
107500;	66 0.12322 0.142402;	66 0.110183 0.185344;	65 0.110183 0.185458;	66 0.110211 0.185394;	69 0.110211 0.185279;	63 0.11053 0.188511;	65 0.11053 0.188282;	
110000;	66 0.12322 0.142402;	65 0.108492 0.180599;	64 0.108494 0.180567;	64 0.109093 0.181414;	64 0.109157 0.182844;	63 0.109157 0.179672;	63 0.109565 0.180571;	
112500;	66 0.12322 0.142402;	64 0.108445 0.179831;	65 0.108445 0.179892;	63 0.108456 0.179864;	63 0.108456 0.179807;	64 0.108492 0.180599;	64 0.108492 0.180534;	
115000;	66 0.12322 0.142402;	68 0.10808 0.17967;	64 0.10808 0.179754;	64 0.10808 0.179549;	65 0.108086 0.179581;	65 0.108086 0.179789;	66 0.108089 0.179755;	
117500;	66 0.12322 0.142402;	63 0.108049 0.180342;	66 0.108058 0.180357;	65 0.108074 0.179645;	66 0.10808 0.17967;	64 0.10808 0.179754;	64 0.10808 0.179549;	
120000;	66 0.12322 0.142402;	61 0.107782 0.178966;	61 0.107782 0.178866;	62 0.107793 0.17862;	65 0.107915 0.179424;	65 0.107915 0.178805;	63 0.107942 0.17945;	
122500;	66 0.12322 0.142402;	66 0.12322 0.142402;	109 0.207994 1.#INF;	104 0.208925 1.#INF;	92 0.211315 1.#INF;	105 0.212282 1.#INF;	112 0.220903 1.#INF;	
125000;	66 0.12322 0.142402;	66 0.12322 0.142402;	68 0.18933 1.#INF;	72 0.19286 1.#INF;	71 0.201512 1.#INF;	100 0.201895 1.#INF;	102 0.202441 1.#INF;	
127500;	66 0.12322 0.142402;	69 0.12173 0.196699;	66 0.12322 0.142402;	66 0.124874 1.#INF;	66 0.12534 1.#INF;	66 0.125706 1.#INF;	68 0.125897 1.#INF;	
130000;	71 0.108342 0.102424;	71 0.108342 0.102424;	70 0.110062 0.109839;	69 0.110363 0.197385;	70 0.11059 0.110665;	67 0.110918 0.110214;	68 0.111074 0.196977;	
132500;	71 0.108342 0.102424;	70 0.106255 0.114269;	70 0.107061 0.115069;	71 0.108342 0.102424;	68 0.108921 0.197374;	71 0.109114 1.#INF;	70 0.109589 0.110214;	
135000;	73 0.0979379 0.0946469;	71 0.0979379 0.0946469;	73 0.0987869 0.112314;	74 0.0994555 0.102424;	75 0.0998839 0.112314;	74 0.10006 1.#INF;	71 0.100118 0.110214;	
137500;	77 0.0892754 0.0841378;	74 0.0842998 0.101317;	75 0.0844368 0.101351;	79 0.08501 0.112109;	78 0.0853282 0.101813;	74 0.0892754 0.0841378;	76 0.0893631 0.102424;	
140000;	77 0.0892754 0.0841378;	71 0.0806257 0.110315;	73 0.0812279 0.110718;	70 0.0816222 0.102043;	70 0.08174 0.102043;	75 0.0817969 0.102394;	71 0.0818127 0.102474;	
142500;	77 0.0892754 0.0841378;	78 0.079709 0.112198;	76 0.0797124 0.1122;	79 0.080017 0.111124;	75 0.0801778 0.110396;	78 0.0803443 0.110039;	80 0.0803819 0.110146;	
145000;	77 0.0892754 0.0841378;	83 0.0775955 0.107543;	77 0.0777054 0.111723;	81 0.0777381 0.111881;	79 0.0779423 0.1121;	75 0.0780159 0.111384;	77 0.078061 0.112612;	
147500;	77 0.0892754 0.0841378;	75 0.0775955 0.107543;	76 0.0776341 0.10786;	75 0.0776376 0.107724;	74 0.0777054 0.111723;	76 0.0777333 0.107439;	74 0.0777381 0.111881;	
150000;	77 0.0892754 0.0841378;	72 0.0775955 0.107543;	71 0.0776341 0.10786;	71 0.0776376 0.107724;	71 0.0777054 0.111723;	73 0.0777317 0.107311;	71 0.0777333 0.107439;	
152500;	77 0.0892754 0.0841378;	73 0.0772705 0.107305;	72 0.0774658 0.107029;	71 0.0775693 0.107899;	69 0.0775955 0.107543;	69 0.0776341 0.10786;	68 0.0776376 0.107724;	
155000;	77 0.0892754 0.0841378;	73 0.0769322 0.10762;	74 0.0769968 0.107287;	72 0.0771305 0.108904;	73 0.0771471 0.107562;	72 0.077164 0.107141;	73 0.07717 0.111769;	
157500;	77 0.0892754 0.0841378;	77 0.0892754 0.0841378;	110 0.205057 0.111769;	88 0.206304 0.111769;	103 0.208829 0.111769;	104 0.209849 0.111769;	97 0.213575 0.111769;	
160000;	77 0.0892754 0.0841378;	77 0.0892754 0.0841378;	78 0.155239 0.111769;	77 0.163937 0.111769;	79 0.166206 0.111769;	80 0.175322 0.111769;	80 0.177679 0.111769;	
162500;	77 0.0892754 0.0841378;	77 0.0892754 0.0841378;	78 0.0963687 0.111769;	78 0.103612 0.111769;	77 0.119992 0.111769;	79 0.121304 0.111769;	77 0.127623 0.111769;	
165000;	77 0.0892754 0.0841378;	76 0.0892754 0.0841378;	78 0.089333 0.111769;	78 0.0898323 0.111769;	78 0.093396 0.111769;	77 0.0944809 0.111769;	78 0.0963687 0.111769;	
167500;	77 0.0892754 0.083489;	74 0.0892754 0.0841378;	76 0.089333 0.111769;	75 0.0895651 0.111769;	77 0.0897999 0.111769;	77 0.0898323 0.111769;	77 0.0898575 0.111769;	
170000;	77 0.0892754 0.083489;	72 0.0892754 0.0841378;	75 0.089333 0.111769;	77 0.0895258 0.111769;	77 0.0895418 0.111769;	72 0.0895651 0.111769;	78 0.0895944 0.111769;	
172500;	77 0.0892754 0.083489;	72 0.0891168 0.0933009;	75 0.0891841 0.0940389;	71 0.0892754 0.0841378;	71 0.089333 0.111769;	75 0.0895258 0.111769;	74 0.0895418 0.111769;	
175000;	71 0.0881262 0.0817267;	69 0.0881262 0.0817267;	76 0.0881493 0.0822728;	74 0.0881663 0.111769;	69 0.088184 0.111769;	70 0.0882442 0.111769;	74 0.08871 0.111769;	
177500;	72 0.087125 0.0768829;	70 0.087125 0.0768829;	70 0.0871376 0.0817267;	70 0.0875237 0.0817267;	70 0.0875339 0.0817267;	70 0.0875475 0.0817267;	71 0.0875752 0.0817267;	
180000;	68 0.086681 0.0836723;	68 0.086681 0.0836723;	68 0.0867839 0.0836723;	68 0.0867839 0.0817267;	70 0.087125 0.0768829;	70 0.087125 0.0768829;	70 0.0871376 0.0817267;	
182500;	68 0.086681 0.0836723;	65 0.086681 0.0836723;	65 0.0867839 0.0768829;	65 0.0867839 0.0768829;	67 0.086863 0.0768829;	67 0.0869905 0.0768829;	67 0.0870934 0.0768829;	
185000;	70 0.0857012 0.0820165;	67 0.0857012 0.0820165;	68 0.0857033 0.0833698;	70 0.0857272 0.0833698;	69 0.0857977 0.0833698;	67 0.0858143 0.0833698;	67 0.0858143 0.0833698;	
187500;	71 0.0852483 0.0817347;	67 0.0852483 0.0817347;	67 0.0852483 0.0820165;	67 0.08532 0.0820165;	67 0.08532 0.0820657;	70 0.0855904 0.0820165;	67 0.0855985 0.0820165;	
190000;	71 0.0847047 0.0802294;	69 0.0847047 0.0802294;	66 0.0852483 0.0817347;	66 0.0852483 0.0820165;	66 0.08532 0.0820165;	66 0.08532 0.0820165;	67 0.0853743 0.0820165;	
192500;	67 0.0812586 0.0815506;	67 0.0812586 0.0815506;	67 0.0829883 0.0802294;	67 0.0843629 0.079954;	67 0.084363 0.0820165;	67 0.084653 0.0820165;	67 0.084653 0.0820165;	
195000;	69 0.0788665 0.0802816;	67 0.0788665 0.0831099;	66 0.0790067 0.0813156;	66 0.0790963 0.0834839;	69 0.0791151 0.0850636;	68 0.0791639 0.0823288;	67 0.0791903 0.0823288;	
197500;	69 0.0788665 0.0802816;	68 0.0788406 0.0896994;	66 0.0788665 0.0831099;	68 0.0788848 0.0823288;	69 0.0788851 0.0834839;	66 0.0790067 0.0813156;	66 0.0790963 0.0834839;	
200000;	69 0.0788665 0.0802816;	67 0.0788406 0.0896994;	66 0.0788665 0.0831099;	68 0.0788848 0.0823288;	68 0.0788851 0.0834839;	65 0.0790067 0.0834839;	65 0.0790963 0.0834839;	
202500;	69 0.0788665 0.0802816;	67 0.0774532 0.103093;	66 0.0781242 0.105923;	67 0.078347 0.105376;	68 0.0784401 0.107822;	68 0.0785601 0.105481;	68 0.0787628 0.105957;	
205000;	69 0.0788665 0.0802816;	67 0.0769204 0.102489;	68 0.076954 0.10238;	66 0.0774532 0.103093;	67 0.0774867 0.102953;	66 0.0776294 0.105977;	65 0.0777622 0.101262;	
207500;	69 0.0788665 0.0802816;	67 0.0769204 0.102489;	68 0.076954 0.10238;	66 0.0774532 0.103093;	67 0.0774867 0.102953;	66 0.0776294 0.105977;	65 0.0777622 0.101262;	
210000;	69 0.0788665 0.0802816;	66 0.0769204 0.102489;	67 0.076954 0.10238;	65 0.0774532 0.103093;	66 0.0774867 0.102953;	66 0.0776294 0.105977;	64 0.0777622 0.101262;	
212500;	69 0.0788665 0.0802816;	66 0.0769204 0.102489;	67 0.076954 0.10238;	65 0.0774532 0.103093;	66 0.0774867 0.102953;	66 0.0776294 0.105977;	64 0.0777622 0.101262;	
215000;	69 0.0788665 0.0802816;	69 0.0788665 0.0802816;	103 0.354127 0.105977;	124 0.367139 0.105977;	124 0.500137 1.#INF;	122 0.56645 0.105977;	116 0.585019 0.105977;	
217500;	69 0.0788665 0.0802816;	69 0.0788665 0.0802816;	98 0.198416 0.105977;	92 0.201666 0.105977;	99 0.203046 0.105977;	96 0.203367 0.105977;	79 0.204274 0.105977;	
220000;	69 0.0788665 0.0802816;	69 0.0788665 0.0802816;	72 0.103343 0.105977;	71 0.133352 0.105977;	71 0.140924 0.105977;	77 0.190487 0.105977;	78 0.197372 0.105977;	
222500;	69 0.0788665 0.0802816;	69 0.0788665 0.0802816;	69 0.0790067 0.105977;	69 0.0801697 0.105977;	69 0.0804023 0.105977;	71 0.0830419 0.105977;	71 0.0914105 0.105977;	
225000;	69 0.0788665 0.0802816;	67 0.0788665 0.0802816;	68 0.0790067 0.105977;	71 0.0797999 0.105977;	69 0.0801697 0.105977;	69 0.0804023 0.105977;	69 0.0813259 0.105977;	
227500;	69 0.0788665 0.0802816;	67 0.0788665 0.0802816;	66 0.0790067 0.105977;	68 0.0791227 0.105977;	68 0.0791434 0.105977;	67 0.0791639 0.105977;	69 0.0794035 0.105977;	
230000;	69 0.0788665 0.0802816;	67 0.0788665 0.0802816;	66 0.0790067 0.105977;	68 0.0791227 0.105977;	68 0.0791434 0.105977;	67 0.0791639 0.105977;	67 0.0792634 0.105977;	
232500;	69 0.0788665 0.0802816;	68 0.0788406 0.0903005;	69 0.0788409 0.0904576;	66 0.0788665 0.0802816;	67 0.0788703 0.105977;	68 0.0788851 0.105977;	69 0.0788855 0.105977;	
235000;	69 0.0788665 0.0802816;	69 0.0788665 0.0802816;	109 0.350898 0.105977;	100 0.354127 0.105977;	122 0.377854 1.#INF;	119 0.392721 0.105977;	114 0.486379 0.105977;	
237500;	69 0.0788665 0.0802816;	69 0.0788665 0.0802816;	102 0.199368 1.#INF;	106 0.199368 1.#INF;	107 0.202375 1.#INF;	103 0.202423 1.#INF;	99 0.202582 0.105977;	
240000;	69 0.0788665 0.0802816;	69 0.0788665 0.0802816;	71 0.117672 1.#INF;	68 0.122672 0.105977;	70 0.136453 1.#INF;	69 0.155325 0.105977;	68 0.164021 1.#INF;	
242500;	69 0.0788665 0.0802816;	69 0.0788665 0.0802816;	69 0.0853754 1.#INF;	68 0.0881176 0.105977;	70 0.0898365 1.#INF;	71 0.0911781 0.105977;	69 0.0913207 1.#INF;	
245000;	69 0.0788665 0.0802816;	69 0.0788665 0.0802816;	70 0.0801464 0.105977;	70 0.081049 0.105977;	69 0.0811616 0.105977;	69 0.0853754 1.#INF;	70 0.0858184 0.105977;	
247500;	69 0.0788665 0.0802816;	68 0.0788665 0.0802816;	68 0.0790067 1.#INF;	69 0.0790887 0.105977;	68 0.0794035 0.105977;	68 0.0794161 0.105977;	70 0.0794858 0.105977;	
250000;	69 0.0788665 0.0802816;	64 0.0788665 0.0802816;	66 0.0790065 0.105977;	65 0.0790067 0.105977;	67 0.0790887 0.105977;	66 0.0790963 0.105977;	65 0.0792634 0.105977;	
Best: Len=69; Trn=0.0788665; Val=0.0802816; Tst=0.056639;

2500;	45 0.199057 0.20048;	44 0.189404 0.227488;	51 0.196308 0.205541;	45 0.199057 0.20048;	52 0.201084 0.206152;	54 0.201364 0.206344;	50 0.201364 0.205473;	
5000;	55 0.157303 0.160908;	45 0.157303 0.161399;	52 0.157303 0.160908;	51 0.159188 0.22834;	54 0.16468 0.20048;	48 0.16468 0.227488;	51 0.167128 0.227488;	
7500;	55 0.157303 0.160908;	35 0.157303 0.161399;	34 0.157303 0.161086;	37 0.157303 0.160908;	44 0.157303 0.22834;	46 0.157314 0.22834;	48 0.157443 0.22834;	
10000;	48 0.151177 0.155831;	48 0.151177 0.155831;	48 0.156761 0.160787;	51 0.156781 0.22834;	52 0.156821 0.22834;	47 0.156827 0.160867;	49 0.156827 0.160801;	
12500;	53 0.133911 0.119108;	53 0.133911 0.119108;	47 0.136717 0.22834;	53 0.136717 0.157761;	50 0.140213 0.157761;	46 0.140213 0.157761;	44 0.141513 0.22834;	
15000;	49 0.126433 0.115267;	36 0.126433 0.115267;	39 0.129187 0.157761;	40 0.130073 0.157761;	46 0.130612 0.157761;	44 0.131524 0.157761;	38 0.131833 0.157761;	
17500;	35 0.126173 0.115267;	33 0.126173 0.115267;	29 0.126433 0.157761;	33 0.128142 0.157761;	41 0.128144 0.157761;	36 0.128928 0.157761;	28 0.129187 0.157761;	
20000;	35 0.126173 0.115267;	30 0.126173 0.115267;	38 0.126173 0.157761;	26 0.126433 0.157761;	43 0.127586 0.157761;	36 0.127855 0.157761;	32 0.127855 0.157761;	
22500;	46 0.125729 0.115267;	40 0.125729 0.115267;	28 0.126173 0.115267;	28 0.126173 0.157761;	41 0.126266 0.157761;	24 0.126433 0.157761;	34 0.126461 0.157761;	
25000;	46 0.125729 0.115267;	33 0.125729 0.115267;	25 0.126173 0.157761;	26 0.126173 0.157761;	35 0.126229 0.157761;	34 0.126266 0.157761;	24 0.126433 0.157761;	
27500;	40 0.116997 0.105315;	40 0.116997 0.105315;	30 0.117387 0.157761;	37 0.117392 0.157761;	36 0.117544 0.157761;	31 0.117627 0.157761;	32 0.11774 0.157761;	
30000;	40 0.116997 0.105315;	32 0.116997 0.105315;	34 0.117259 0.157761;	25 0.117387 0.157761;	32 0.117392 0.157761;	33 0.117393 0.157761;	29 0.117544 0.157761;	
32500;	40 0.116997 0.105315;	29 0.116997 0.105315;	24 0.117121 0.157761;	29 0.117259 0.157761;	27 0.117264 0.157761;	27 0.117361 0.157761;	23 0.117387 0.157761;	
35000;	40 0.116997 0.105315;	26 0.116997 0.105315;	24 0.117121 0.157761;	28 0.117259 0.157761;	25 0.117264 0.157761;	24 0.117361 0.157761;	21 0.117387 0.157761;	
37500;	40 0.116997 0.105315;	26 0.116997 0.105315;	23 0.117121 0.157761;	27 0.117259 0.157761;	25 0.117264 0.157761;	24 0.117361 0.157761;	17 0.117387 0.157761;	
40000;	40 0.116997 0.105315;	26 0.116997 0.105315;	23 0.117121 0.157761;	27 0.117259 0.157761;	24 0.117264 0.157761;	24 0.117361 0.157761;	17 0.117387 0.157761;	
42500;	40 0.116997 0.105315;	26 0.116997 0.105315;	23 0.117121 0.157761;	27 0.117259 0.157761;	24 0.117264 0.157761;	24 0.117361 0.157761;	17 0.117387 0.157761;	
45000;	40 0.116997 0.105315;	26 0.116997 0.105315;	23 0.117121 0.157761;	27 0.117259 0.157761;	24 0.117264 0.157761;	24 0.117361 0.157761;	17 0.117387 0.157761;	
47500;	40 0.116997 0.105315;	40 0.116997 0.105315;	117 0.346781 0.157761;	113 0.351651 0.157761;	122 0.354083 0.157761;	67 0.354127 0.157761;	123 0.362965 0.157761;	
50000;	40 0.116997 0.105315;	40 0.116997 0.105315;	47 0.117387 0.157761;	41 0.129053 0.157761;	56 0.158453 0.157761;	46 0.161665 0.157761;	45 0.162781 0.157761;	
52500;	40 0.116997 0.105315;	40 0.116997 0.105315;	40 0.117387 0.157761;	42 0.117544 0.157761;	46 0.118369 0.157761;	45 0.118478 0.157761;	45 0.118529 0.157761;	
55000;	44 0.114191 0.0994319;	42 0.114191 0.0994319;	51 0.11432 0.157761;	46 0.114333 0.157761;	41 0.114564 0.157761;	56 0.115096 0.105315;	49 0.115324 0.157761;	
57500;	52 0.111955 0.0970738;	52 0.111955 0.0970738;	50 0.11203 0.0973218;	55 0.112052 0.09909;	55 0.112053 0.0994319;	51 0.112056 0.09909;	55 0.112056 0.099141;	
60000;	69 0.108524 0.0941185;	69 0.108524 0.0941185;	66 0.108569 0.094085;	71 0.108596 0.0941001;	69 0.108599 0.0975211;	59 0.108834 0.0974476;	73 0.108903 0.0944435;	
62500;	70 0.107349 0.0925956;	70 0.107349 0.0925956;	68 0.107456 0.0926408;	69 0.107475 0.0926492;	68 0.107494 0.0933404;	67 0.107533 0.0933404;	69 0.107573 0.0951925;	
65000;	70 0.10707 0.0927192;	65 0.10707 0.0927192;	71 0.107074 0.0925776;	77 0.107088 0.0974476;	66 0.107121 0.0974476;	67 0.10714 0.0974476;	71 0.107175 0.0925776;	
67500;	72 0.106703 0.0922563;	63 0.106703 0.0922563;	71 0.106715 0.0923574;	61 0.106716 0.0923574;	69 0.10672 0.0923574;	63 0.10672 0.0923574;	67 0.106731 0.0974476;	
70000;	77 0.102687 0.0875407;	77 0.102687 0.0875407;	72 0.102741 0.0879352;	77 0.102807 0.0923574;	73 0.10302 0.0884841;	71 0.10303 0.0923574;	76 0.10459 0.0918322;	
72500;	79 0.101404 0.0860397;	79 0.101404 0.0860397;	77 0.101405 0.0884841;	72 0.101479 0.0869473;	81 0.101494 0.0884841;	78 0.101566 0.0884841;	76 0.101581 0.0869473;	
75000;	80 0.100758 0.0857742;	80 0.100758 0.0857742;	71 0.101304 0.0860426;	70 0.101381 0.0884841;	66 0.101404 0.0884841;	63 0.101405 0.0884841;	67 0.101408 0.0884841;	
77500;	71 0.1 0.0846134;	66 0.1 0.0846134;	67 0.100011 0.0847182;	69 0.100014 0.0884841;	72 0.100059 0.0884841;	73 0.10008 0.0847889;	68 0.100091 0.0884841;	
80000;	74 0.0992588 0.08528;	67 0.0992588 0.08528;	68 0.0993259 0.0858996;	69 0.099329 0.0858996;	73 0.0993312 0.0858996;	72 0.0993426 0.0858996;	66 0.099375 0.0858996;	
82500;	64 0.0992561 0.085254;	60 0.0992561 0.085254;	62 0.0992588 0.0858996;	67 0.0992715 0.0858996;	65 0.0993067 0.0858996;	62 0.0993087 0.0858996;	68 0.0993204 0.0858996;	
85000;	67 0.0991309 0.0852845;	65 0.0991309 0.0852845;	63 0.099134 0.0852764;	64 0.0991684 0.085254;	68 0.099212 0.085254;	64 0.0992131 0.085254;	62 0.0992179 0.085254;	
87500;	67 0.0991309 0.0852845;	60 0.0991309 0.0852845;	60 0.099134 0.085254;	60 0.0991684 0.085254;	62 0.099212 0.085254;	62 0.0992131 0.085254;	61 0.0992179 0.085254;	
90000;	62 0.0989891 0.0852127;	60 0.0989891 0.0852127;	60 0.0989997 0.0852845;	61 0.0990602 0.085254;	61 0.0990654 0.0852845;	62 0.0990676 0.0852845;	61 0.0990692 0.0852845;	
92500;	62 0.0989891 0.0852127;	60 0.0989891 0.0852127;	60 0.0989997 0.0852845;	61 0.0990602 0.085254;	60 0.0990654 0.0852845;	61 0.0990676 0.0852845;	60 0.0990692 0.0852845;	
95000;	62 0.0989891 0.0852127;	60 0.0989891 0.0852127;	60 0.0989997 0.0852845;	61 0.0990602 0.085254;	60 0.0990654 0.0852845;	61 0.0990676 0.0852845;	60 0.0990692 0.0852845;	
97500;	62 0.0989891 0.0852127;	60 0.0989891 0.0852127;	60 0.0989997 0.0852845;	61 0.0990602 0.085254;	60 0.0990654 0.0852845;	61 0.0990676 0.0852845;	60 0.0990692 0.0852845;	
100000;	62 0.0989891 0.0852127;	60 0.0989891 0.0852127;	59 0.0989997 0.0852845;	61 0.0990602 0.085254;	59 0.0990654 0.0852845;	59 0.0990676 0.0852845;	59 0.0990692 0.0852845;	
102500;	62 0.0989891 0.0852127;	57 0.0989891 0.0852127;	58 0.0989997 0.0852845;	58 0.0990602 0.0852845;	58 0.0990654 0.0852845;	59 0.0990676 0.0852845;	58 0.0990692 0.0852845;	
105000;	62 0.0989891 0.0852127;	57 0.0989891 0.0852127;	58 0.0989997 0.0852845;	58 0.0990602 0.0852845;	58 0.0990654 0.0852845;	59 0.0990676 0.0852845;	58 0.0990692 0.0852845;	
107500;	57 0.0989601 0.0850977;	57 0.0989601 0.0850977;	57 0.0989713 0.0852845;	57 0.0989891 0.0852127;	57 0.0989997 0.0852845;	57 0.0990267 0.0852845;	57 0.0990354 0.0852845;	
110000;	57 0.0989601 0.0850977;	57 0.0989601 0.0850977;	57 0.0989713 0.0852845;	57 0.0989891 0.0852127;	57 0.0989997 0.0852845;	57 0.0990267 0.0852845;	57 0.0990354 0.0852845;	
112500;	57 0.0989601 0.0850977;	56 0.0989601 0.0850977;	56 0.0989605 0.0852845;	56 0.0989647 0.0852845;	56 0.0989713 0.0852845;	56 0.0989891 0.0852845;	56 0.0989997 0.0852845;	
115000;	57 0.0989601 0.0850977;	56 0.0989601 0.0850977;	56 0.0989605 0.0852845;	56 0.0989647 0.0852845;	56 0.0989713 0.0852845;	56 0.0989891 0.0852845;	56 0.0989997 0.0852845;	
117500;	58 0.0989132 0.0854658;	55 0.0989132 0.0854658;	55 0.0989153 0.0852845;	55 0.0989161 0.0850977;	55 0.0989234 0.0850977;	55 0.098931 0.0850977;	55 0.0989379 0.0850977;	
120000;	58 0.0989132 0.0854658;	55 0.0989132 0.0854658;	55 0.0989153 0.0852845;	55 0.0989161 0.0850977;	55 0.0989234 0.0850977;	56 0.0989275 0.0850977;	56 0.0989303 0.0850977;	
122500;	58 0.0989132 0.0854658;	55 0.0989132 0.0854658;	55 0.0989153 0.0852845;	55 0.0989161 0.0850977;	55 0.0989234 0.0850977;	56 0.0989275 0.0850977;	56 0.0989303 0.0850977;	
125000;	58 0.0989132 0.0854658;	54 0.0989132 0.0854658;	54 0.0989153 0.0850977;	54 0.0989161 0.0850977;	54 0.0989234 0.0850977;	56 0.0989275 0.0850977;	56 0.0989303 0.0850977;	
127500;	58 0.0989132 0.0854658;	54 0.0989132 0.0854658;	54 0.0989153 0.0850977;	54 0.0989161 0.0850977;	54 0.0989234 0.0850977;	55 0.0989275 0.0850977;	55 0.0989303 0.0850977;	
130000;	58 0.0989132 0.0854658;	54 0.0989132 0.0854658;	54 0.0989153 0.0850977;	54 0.0989161 0.0850977;	54 0.0989234 0.0850977;	55 0.0989275 0.0850977;	55 0.0989303 0.0850977;	
132500;	58 0.0989132 0.0854658;	54 0.0989132 0.0854658;	54 0.0989153 0.0850977;	54 0.0989161 0.0850977;	54 0.0989234 0.0850977;	55 0.0989275 0.0850977;	55 0.0989303 0.0850977;	
135000;	58 0.0989132 0.0854658;	53 0.0989132 0.0854658;	53 0.0989153 0.0850977;	53 0.0989161 0.0850977;	53 0.0989234 0.0850977;	55 0.0989275 0.0850977;	55 0.0989303 0.0850977;	
137500;	58 0.0989132 0.0854658;	58 0.0989132 0.0854658;	110 0.237903 1.#INF;	115 0.241772 1.#INF;	102 0.266665 1.#INF;	71 0.27295 1.#INF;	76 0.274799 1.#INF;	
140000;	58 0.0989132 0.0854658;	58 0.0989132 0.0854658;	63 0.121487 1.#INF;	62 0.128575 1.#INF;	60 0.133828 1.#INF;	60 0.137157 1.#INF;	62 0.149347 1.#INF;	
142500;	58 0.0989132 0.0854658;	58 0.0989132 0.0854658;	59 0.0989605 1.#INF;	59 0.0989899 1.#INF;	59 0.0994619 1.#INF;	58 0.0997662 1.#INF;	58 0.100005 1.#INF;	
145000;	58 0.0989132 0.0854658;	58 0.0989132 0.0854658;	61 0.0989234 1.#INF;	64 0.0989262 1.#INF;	58 0.0989605 1.#INF;	60 0.0989713 1.#INF;	62 0.0989785 1.#INF;	
147500;	60 0.0988206 0.0853881;	59 0.0988206 0.0853881;	59 0.0988365 0.0854143;	60 0.0988464 1.#INF;	58 0.0989132 0.0854658;	58 0.0989234 1.#INF;	59 0.0989262 1.#INF;	
150000;	63 0.0986876 0.0849425;	60 0.0986876 0.0849425;	60 0.0986902 0.0849363;	60 0.0987004 0.0849921;	61 0.0987054 1.#INF;	60 0.098717 0.0849921;	60 0.0987237 0.0849921;	
152500;	60 0.0985988 0.0909907;	59 0.0985988 0.0909907;	59 0.0986876 0.0849921;	59 0.0986902 0.0849921;	59 0.0987004 0.0849921;	59 0.0987054 0.0849921;	59 0.098717 0.0849921;	
155000;	59 0.0985551 0.0886241;	57 0.0985551 0.0886241;	58 0.0985861 0.0849921;	57 0.0985988 0.0849921;	58 0.0986309 0.0849921;	56 0.0986614 0.0849921;	60 0.0986747 0.0849921;	
157500;	59 0.0985551 0.0886241;	57 0.0985551 0.0886241;	58 0.0985861 0.0849921;	57 0.0985988 0.0849921;	58 0.0986309 0.0849921;	56 0.0986614 0.0849921;	57 0.0986715 0.0849921;	
160000;	58 0.0985532 0.0876501;	58 0.0985532 0.0876501;	55 0.0985551 0.0886241;	56 0.098556 0.0849921;	57 0.0985699 0.0849921;	55 0.0985861 0.0849921;	56 0.0985884 0.0849921;	
162500;	58 0.0985532 0.0876501;	56 0.0985532 0.0876501;	55 0.0985551 0.0886241;	55 0.098556 0.0849921;	56 0.0985686 0.0849921;	56 0.0985699 0.0849921;	55 0.0985708 0.0849921;	
165000;	58 0.0985532 0.0876501;	54 0.0985532 0.0876501;	54 0.0985551 0.0849921;	55 0.098556 0.0849921;	56 0.0985686 0.0849921;	55 0.0985699 0.0849921;	55 0.0985708 0.0849921;	
167500;	58 0.0985532 0.0876501;	54 0.0985532 0.0876501;	54 0.0985551 0.0849921;	54 0.098556 0.0849921;	56 0.0985686 0.0849921;	55 0.0985699 0.0849921;	55 0.0985708 0.0849921;	
170000;	58 0.0985532 0.0876501;	53 0.0985532 0.0876501;	53 0.0985551 0.0849921;	53 0.098556 0.0849921;	56 0.0985686 0.0849921;	54 0.0985699 0.0849921;	55 0.0985708 0.0849921;	
172500;	60 0.0766657 0.0665187;	60 0.0766657 0.0665187;	55 0.0770085 0.0663641;	58 0.0770688 0.0652045;	57 0.0770975 0.0665669;	54 0.0772525 0.0849921;	56 0.0773127 0.0849921;	
175000;	60 0.073852 0.0682607;	60 0.073852 0.0682607;	59 0.0745306 0.0663641;	61 0.0745422 0.0610596;	56 0.0750535 0.0663641;	59 0.0751376 0.0610876;	57 0.0751807 0.0610596;	
177500;	62 0.0709246 0.064835;	57 0.0707681 0.0753519;	55 0.0709246 0.064835;	56 0.071593 0.0704928;	58 0.0716441 0.0720677;	60 0.0717658 0.0665021;	55 0.071935 0.0720677;	
